mesto_na_lestvici,naslov_pesmi,ime_izvajalca,najvišje_mesto,tednov_na_lestvici
74,Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,74,2
75,What Would Meek Do?,Pusha T Featuring Kanye West,75,1
76,Youth,Shawn Mendes Featuring Khalid,65,2
77,OTW,"Khalid, Ty Dolla $ign & 6LACK",57,6
78,Drip,Cardi B Featuring Migos,21,8
79,Rich & Sad,Post Malone,14,5
80,Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B,80,1
81,For The First Time,Darius Rucker,58,10
82,Taste,Tyga Featuring Offset,82,1
83,Paranoid,Post Malone,11,5
84,Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,16,4
85,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,74,12
86,Zombie,Bad Wolves,54,12
87,Lust,Lil Skies,87,3
88,Shoota,Playboi Carti Featuring Lil Uzi Vert,46,3
89,Lovely,Billie Eilish & Khalid,89,1
90,New Freezer,Rich The Kid Featuring Kendrick Lamar,41,18
91,Singles You Up,Jordan Davis,50,17
92,Most People Are Good,Luke Bryan,43,18
93,I Was Jack (You Were Diane),Jake Owen,93,1
94,Girls Like You,Maroon 5 Featuring Cardi B,94,1
95,Everyday,Logic & Marshmello,29,13
96,El Farsante,Ozuna & Romeo Santos,49,18
97,Spoil My Night,Post Malone Featuring Swae Lee,15,5
98,High Hopes,Panic! At The Disco,98,1
99,Moonlight,XXXTENTACION,35,9
100,The Games We Play,Pusha T,100,1
1,Psycho,Post Malone Featuring Ty Dolla $ign,1,15
2,Nice For What,Drake,1,9
3,I Like It,"Cardi B, Bad Bunny & J Balvin",3,9
4,Girls Like You,Maroon 5 Featuring Cardi B,4,2
5,God's Plan,Drake,1,20
6,Boo'd Up,Ella Mai,6,10
7,This Is America,Childish Gambino,1,5
8,Yikes,Kanye West,8,1
9,Lucid Dreams,Juice WRLD,9,4
10,The Middle,"Zedd, Maren Morris & Grey",5,19
11,All Mine,Kanye West,11,1
12,Meant To Be,Bebe Rexha & Florida Georgia Line,2,33
13,No Tears Left To Cry,Ariana Grande,3,7
14,Friends,Marshmello & Anne-Marie,11,17
15,Yes Indeed,Lil Baby & Drake,6,4
16,Ghost Town,Kanye West Featuring PARTYNEXTDOOR,16,1
17,Walk It Talk It,Migos Featuring Drake,10,19
18,Never Be The Same,Camila Cabello,6,25
19,Look Alive,BlocBoy JB Featuring Drake,5,17
20,In My Blood,Shawn Mendes,11,12
21,Perfect,Ed Sheeran,1,41
22,Whatever It Takes,Imagine Dragons,12,19
23,Mine,Bazzi,11,20
24,Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR,24,1
25,Be Careful,Cardi B,11,10
26,Wait,Maroon 5,24,21
27,Violent Crimes,Kanye West,27,1
28,I Thought About Killing You,Kanye West,28,1
29,Rockstar,Post Malone Featuring 21 Savage,1,38
30,Heaven,Kane Brown,15,24
31,Back To You,Selena Gomez,31,4
32,I'm Upset,Drake,19,2
33,Havana,Camila Cabello Featuring Young Thug,1,43
34,Better Now,Post Malone,7,6
35,Plug Walk,Rich The Kid,13,17
36,No Mistakes,Kanye West,36,1
37,Delicate,Taylor Swift,28,13
38,One Kiss,Calvin Harris & Dua Lipa,32,9
39,Freaky Friday,Lil Dicky Featuring Chris Brown,8,12
40,New Rules,Dua Lipa,6,45
41,Tequila,Dan + Shay,37,13
42,Love Lies,Khalid & Normani,35,16
43,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",36,7
44,Pray For Me,The Weeknd & Kendrick Lamar,7,18
45,One Number Away,Luke Combs,34,12
46,Chun-Li,Nicki Minaj,10,9
47,TATI,6ix9ine Featuring DJ SPINKING,46,2
48,Fake Love,BTS,10,3
49,All Girls Are The Same,Juice WRLD,47,4
50,Finesse,Bruno Mars & Cardi B,3,23
51,Sad!,XXXTENTACION,7,14
52,Call Out My Name,The Weeknd,4,10
53,I Like Me Better,Lauv,53,17
54,IDGAF,Dua Lipa,49,21
55,Simple,Florida Georgia Line,55,1
56,Get Along,Kenny Chesney,56,9
57,X,Nicky Jam x J Balvin,41,14
58,Up Down,Morgan Wallen Featuring Florida Georgia Line,54,11
59,Taste,Tyga Featuring Offset,59,2
60,KOD,J. Cole,10,7
61,Done For Me,Charlie Puth Featuring Kehlani,53,5
62,You Make It Easy,Jason Aldean,28,19
63,Ball For Me,Post Malone Featuring Nicki Minaj,16,6
64,Sit Next To Me,Foster The People,63,12
65,Dura,Daddy Yankee,43,18
66,Esskeetit,Lil Pump,24,8
67,Powerglide,Rae Sremmurd & Juicy J,28,14
68,Japan,Famous Dex,28,11
69,"Woman, Amen",Dierks Bentley,67,9
70,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,45,2
71,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,69,7
72,Overdose,YoungBoy Never Broke Again,42,6
73,Alone,Halsey Featuring Big Sean & Stefflon Don,70,8
74,Mercy,Brett Young,71,5
75,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,36,7
76,I Lived It,Blake Shelton,64,14
77,Beautiful Crazy,Luke Combs,58,3
78,Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",78,2
79,Lovely,Billie Eilish & Khalid,79,2
80,OTW,"Khalid, Ty Dolla $ign & 6LACK",57,7
81,Must've Never Met You,Luke Combs,81,1
82,Zombie,Bad Wolves,54,13
83,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,74,13
84,Drip,Cardi B Featuring Migos,21,9
85,Humility,Gorillaz Featuring George Benson,85,1
86,I Was Jack (You Were Diane),Jake Owen,86,2
87,Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,16,5
88,Rich & Sad,Post Malone,14,6
89,Africa,Weezer,89,1
90,Shoota,Playboi Carti Featuring Lil Uzi Vert,46,4
91,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",66,2
92,Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,74,3
93,Lust,Lil Skies,87,4
94,Paranoid,Post Malone,11,6
95,Singles You Up,Jordan Davis,50,18
96,Youngblood,5 Seconds Of Summer,96,1
97,El Farsante,Ozuna & Romeo Santos,49,19
98,New Freezer,Rich The Kid Featuring Kendrick Lamar,41,19
99,Sin Pijama,Becky G + Natti Natasha,99,1
100,Take Back Home Girl,Chris Lane Featuring Tori Kelly,92,2
1,Sad!,XXXTENTACION,1,16
2,I Like It,"Cardi B, Bad Bunny & J Balvin",2,11
3,Nice For What,Drake,1,11
4,Lucid Dreams,Juice WRLD,4,6
5,Girls Like You,Maroon 5 Featuring Cardi B,4,4
6,Psycho,Post Malone Featuring Ty Dolla $ign,1,17
7,Boo'd Up,Ella Mai,6,12
8,God's Plan,Drake,1,22
9,No Tears Left To Cry,Ariana Grande,3,9
10,The Middle,"Zedd, Maren Morris & Grey",5,21
11,Meant To Be,Bebe Rexha & Florida Georgia Line,2,35
12,Yes Indeed,Lil Baby & Drake,6,6
13,Apes**t,The Carters,13,1
14,Friends,Marshmello & Anne-Marie,11,19
15,I'm Upset,Drake,15,4
16,Moonlight,XXXTENTACION,16,10
17,This Is America,Childish Gambino,1,7
18,Changes,XXXTENTACION,18,10
19,Jocelyn Flores,XXXTENTACION,19,17
20,Mine,Bazzi,11,22
21,Perfect,Ed Sheeran,1,43
22,In My Blood,Shawn Mendes,11,14
23,Better Now,Post Malone,7,8
24,Walk It Talk It,Migos Featuring Drake,10,21
25,Look Alive,BlocBoy JB Featuring Drake,5,19
26,Never Be The Same,Camila Cabello,6,27
27,Delicate,Taylor Swift,25,15
28,F**k Love,XXXTENTACION Featuring Trippie Redd,28,20
29,Be Careful,Cardi B,11,12
30,Whatever It Takes,Imagine Dragons,12,21
31,Rockstar,Post Malone Featuring 21 Savage,1,40
32,Plug Walk,Rich The Kid,13,19
33,Back To You,Selena Gomez,22,6
34,Tequila,Dan + Shay,32,15
35,Heaven,Kane Brown,15,26
36,Love Lies,Khalid & Normani,34,18
37,One Kiss,Calvin Harris & Dua Lipa,30,11
38,Taste,Tyga Featuring Offset,38,4
39,Havana,Camila Cabello Featuring Young Thug,1,45
40,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",36,9
41,New Rules,Dua Lipa,6,47
42,Everybody Dies In Their Nightmares,XXXTENTACION,42,5
43,Bed,Nicki Minaj Featuring Ariana Grande,43,1
44,Wait,Maroon 5,24,23
45,All Girls Are The Same,Juice WRLD,41,6
46,Freaky Friday,Lil Dicky Featuring Chris Brown,8,14
47,I Like Me Better,Lauv,46,19
48,All Mine,Kanye West,11,3
49,Youngblood,5 Seconds Of Summer,49,3
50,Get Along,Kenny Chesney,48,11
51,Up Down,Morgan Wallen Featuring Florida Georgia Line,49,13
52,Chun-Li,Nicki Minaj,10,11
53,Bigger &gt; You,"2 Chainz, Drake & Quavo",53,1
54,Simple,Florida Georgia Line,54,3
55,DDU-DU DDU-DU,BLACKPINK,55,1
56,IDGAF,Dua Lipa,49,23
57,One Number Away,Luke Combs,34,14
58,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,58,3
59,Sit Next To Me,Foster The People,56,14
60,Mercy,Brett Young,60,7
61,Pray For Me,The Weeknd & Kendrick Lamar,7,20
62,Ball For Me,Post Malone Featuring Nicki Minaj,16,8
63,I Lived It,Blake Shelton,63,16
64,Japan,Famous Dex,28,13
65,Fake Love,BTS,10,5
66,Done For Me,Charlie Puth Featuring Kehlani,53,7
67,Yikes,Kanye West,8,3
68,TATI,6ix9ine Featuring DJ SPINKING,46,4
69,X,Nicky Jam x J Balvin,41,16
70,Dura,Daddy Yankee,43,20
71,KOD,J. Cole,10,9
72,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,66,9
73,Call Out My Name,The Weeknd,4,12
74,Born To Be Yours,Kygo & Imagine Dragons,74,1
75,Alone,Halsey Featuring Big Sean & Stefflon Don,70,10
76,Esskeetit,Lil Pump,24,10
77,Boss,The Carters,77,1
78,Ocean,Martin Garrix Featuring Khalid,78,1
79,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,45,4
80,Hope,XXXTENTACION,80,1
81,Lovely,Billie Eilish & Khalid,78,4
82,Numb,XXXTENTACION,82,2
83,Powerglide,Rae Sremmurd & Juicy J,28,16
84,Summer,The Carters,84,1
85,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,85,1
86,Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,74,5
87,Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",78,4
88,"Woman, Amen",Dierks Bentley,53,11
89,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,36,9
90,Overdose,YoungBoy Never Broke Again,42,8
91,Reborn,KIDS SEE GHOSTS,39,2
92,I Know You,Lil Skies Featuring Yung Pinch,90,2
93,Zombie,Bad Wolves,54,15
94,I Was Jack (You Were Diane),Jake Owen,86,4
95,Nice,The Carters,95,1
96,Cop Shot The Kid,Nas Featuring Kanye West,96,1
97,OTW,"Khalid, Ty Dolla $ign & 6LACK",57,9
98,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,74,15
99,Friends,The Carters,99,1
100,Medicine,Queen Naija,45,3
